RAdeg,DEdeg,GaiaDR2,GLON,GLAT,plx,e_plx,pmRA,e_pmRA,pmDE,e_PMDE,RADEcor,RAP1lxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,o_Gmag,Gmag,Bp-Rp,PMemb,Cluster,ClusterDist(pc),TIC,AbsMag,Sector,120s Data,200s Data,200s QLP Data,600s TESS-SPOC Data,600s QLP Data,1800s TESS-SPOC Data,1800s QLP Data,HighestFrequency,HighestAmplitude,AverageNoise,Skewness,num sectors,SNR,log10Skewness,Period,Delta Scuti,Close/eclipsing binary,log10(Period),ClusterAge,GaiaDR3,RAdeg_dr3,DEdeg_dr3,plx_dr3,e_plx_dr3,Gmag_dr3,Bp_Rp_dr3,Diff RAdeg,Diff DEdeg,Diff plx,Diff e_plx,Diff Gmag,Diff Bp-Rp,Diff AbsMag,AbsMag_dr3,AbsMag_stars,vbroad,vbroad_error
134.15482948097,-42.55264611959,5524279024514875648,263.89655625,1.8447992464,2.3367,0.0328,-12.322,0.061,6.515,0.058,0.0938,-0.0157,-0.1706,-0.0001,0.2592,0.0362,-0.4211,0.2016,-0.0133,0.1917,277,10.346837,0.173395,0.8,Trumpler_10,441.755,30307085,2.12092963117594,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7518465751857,2.63327034613177,0.0207625773718097,25.9382333324224,4,126.827719843062,1.4139403927153,0.014980858977,1,,-1.824463284215,45.5,5524279024514875648,134.15482717476000,-42.552645152450600,2.4244639223528200,0.016200062,10.348741,0.17058086,0.00000230621,-0.0000009671394,-0.08776392235282,0.016599938,-0.001904,0.00281414,-0.00190399999999,2.12283363117593,2.27181962953413,36.213146,4.8023305
132.29470776559,-42.43000011212,5524195491690069760,262.9238135419,0.8698019907,2.187,0.0296,-12.63,0.051,6.05,0.051,-0.0055,-0.122,-0.206,0.0498,0.3295,0.0663,-0.4517,0.0953,-0.0698,0.0874,299,10.386574,0.193137,0.9,Trumpler_10,441.755,271059050,2.16066663117593,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6436175067868,0.089898754689568,0.0187254991727434,0.655849309082193,4,4.80087360343502,-0.183195934636357,0.0164897814661,1,,-1.7827850998859,45.5,5524195491690069760,132.2947053980020,-42.429999184810100,2.3279554119718400,0.012637623,10.387622,0.1901598,0.000002367588,-0.0000009273099,-0.14095541197184,0.016962377,-0.001048,0.0029772,-0.001048,2.16171463117593,2.22249528942527,103.21286,18.02212
132.24738883051,-43.16106668429,5524090423910645888,263.4687370098,0.3811717818,2.2494,0.0363,-12.758,0.057,6.998,0.061,-0.043,-0.3031,-0.1841,0.0485,0.2391,0.1045,-0.2079,0.1659,0.0419,0.0221,253,10.434404,0.212653,0.9,Trumpler_10,441.755,271061334,2.20849663117594,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5300424280368,1.16587411042317,0.0189484952377288,22.1650678183624,4,61.5285855576421,1.3456690644463,0.0165207219405,1,,-1.7819709783277,45.5,5524090423910645888,132.24738643169200,-43.16106566820860,2.3281726449445100,0.01638952,10.433937,0.21006584,0.000002398818,-0.0000010160814,-0.07877264494451,0.01991048,0.000467,0.00258716,0.00046700000001,2.20802963117593,2.26901291074546,57.782112,10.37363
129.8003409658,-40.8750963994,5528232623509342336,260.5482374511,0.3720937698,2.2705,0.0332,-11.722,0.052,6.781,0.061,-0.0686,0.042,-0.3174,0.1319,0.2773,0.1607,-0.5546,0.1146,-0.116,0.0086,294,10.43947,0.204062,0.5,Trumpler_10,441.755,180842781,2.21356263117593,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.9410602522455,0.669714690389727,0.0201502917552786,11.9021704515791,5,33.2359798321177,1.0756261655263,0.01668305491748,1,,-1.77772442058531,45.5,5528232623509342336,129.80033883565200,-40.87509540259030,2.2717361463708600,0.013923681,10.441201,0.20070553,0.000002130148,-0.0000009968097,-0.00123614637086,0.019276319,-0.001731,0.00335647,-0.001731,2.21529363117593,2.22299044146798,104.23693,15.084638
130.13789932304,-43.36809777003,5523302280235357824,262.6761268097,-0.9508244833,2.4935,0.0419,-13.272,0.067,7.462,0.075,0.0493,-0.104,-0.3543,0.0180,0.4232,0.0659,-0.3221,0.1259,-0.2535,0.217,239,10.042993,0.180458,0.2,Trumpler_10,441.755,141848733,1.81708563117593,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.3658557925869,0.218733210708777,0.0107688764089788,6.13478770018639,4,20.3116093454655,0.78779953817421,0.0190964128221,1,,-1.7190482054162,45.5,5523302280235357824,130.13789683841000,-43.368096642624500,2.5700877032965600,0.018139863,10.047251,0.17616177,0.00000248463,-0.0000011274055,-0.07658770329656,0.023760137,-0.004258,0.00429623,-0.004258,1.82134363117593,2.09699071861726,223.91379,57.28085
131.00197793142,-43.85186430506,5522468300666830720,263.4426024501,-0.7556675676,2.2427,0.031,-12.587,0.053,6.778,0.052,0.0043,-0.1082,-0.0702,0.1037,0.284,0.1432,-0.3081,0.2145,-0.0655,0.079,268,10.354003,0.195216,0.9,Trumpler_10,441.755,260207758,2.12809563117593,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7815277006365,0.368357242427943,0.0194095908716338,4.61628507876455,5,18.9781044260072,0.66429262083905,0.0196922000042,1,,-1.7057057619568,45.5,5522468300666830720,131.00197552445500,-43.85186329696710,2.3270502157930200,0.014859236,10.354785,0.19188595,0.000002406965,-0.0000010080929,-0.08435021579302,0.016140764,-0.000782,0.00333005,-0.000782,2.12887763117593,2.18881377549361,113.4067,25.472742
133.83250419233,-41.81346936269,5524460100337499648,263.1780836199,2.1411917693,2.1938,0.027,-13.301,0.041,5.817,0.043,0.0389,0.0752,-0.2415,0.0754,0.3533,0.0715,-0.2425,-0.0193,-0.0097,0.0086,300,10.490051,0.303197,0.5,Trumpler_10,441.755,190785571,2.26414363117593,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.1458563262514,1.40542055010156,0.0200636687813098,20.9121201745094,4,70.0480338576348,1.3203980659794,0.0203475953977,1,,-1.691486906695,45.5,5524460100337499648,133.83250173678300,-41.81346846389720,2.3177155706377300,0.014049911,10.492618,0.30075645,0.000002455547,-0.0000008987928,-0.12391557063773,0.012950089,-0.002567,0.00244055,-0.002567,2.26671063117593,2.31791869204264,116.90001,16.421831
132.4888095414,-42.79979449621,5524128941173212928,263.3006031723,0.74647402,2.1558,0.0538,-12.887,0.083,6.35,0.081,0.0611,0.3526,0.2251,0.2645,0.535,0.4916,-0.5866,0.511,-0.1217,-0.0964,146,10.673985,0.290578,1.0,Trumpler_10,441.755,28943819,2.44807763117593,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.183405922738500,1.65096406067108,0.0217179670957428,21.9798274330905,4,76.0183516897724,1.34202427839,0.021193891802501,1,,-1.67378928712319,45.5,5524128941178759168,132.48880714874200,-42.79979351228310,2.3218706039414900,0.020133503,10.676429,0.28927898,0.000002392658,-0.0000009839269,-0.16607060394149,0.033666497,-0.002444,0.00129902,-0.002444,2.45052163117593,2.50561906590157,64.05076,6.8564625
131.20090324919,-41.74032905326,5525017174772285440,261.8775829851,0.6693659356,2.1891,0.0291,-12.037,0.045,6.373,0.053,0.0989,-0.1485,-0.2893,-0.0426,0.2135,0.0028,-0.3153,0.2083,-0.0143,0.1229,297,10.655966,0.285849,1.0,Trumpler_10,441.755,181506922,2.43005863117593,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.5647868462506,0.979917172609583,0.0259124453332079,12.7824376936866,5,37.8164684964633,1.1066136844923,0.0234935982086,1,,-1.6290504628961,45.5,5525017174772285440,131.20090100127400,-41.740328086243200,2.288467574275580,0.011463444,10.65742,0.28356457,0.000002247916,-0.0000009670168,-0.09936757427558,0.017636556,-0.001454,0.00228443,-0.001454,2.43151263117593,2.45514381603649,146.38303,24.573257
131.9846358566,-42.91424155932,5524112207984773504,263.1560583834,0.3875862307,2.3002,0.038,-12.657,0.06,6.47,0.067,0.0085,0.0831,-0.1387,0.0524,0.2273,0.0816,-0.3214,0.0826,0.1604,-0.0857,192,10.749674,0.373658,1.0,Trumpler_10,441.755,270735947,2.52376663117594,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7650040340439,0.641352214494881,0.0215449023429757,9.54901714554576,4,29.7681653082072,0.97995867313009,0.0245308451132,1,,-1.610287489638,45.5,5524112207984773504,131.98463349629300,-42.91424058631910,2.3462978565045200,0.015710995,10.750341,0.37146568,0.000002360307,-0.0000009730009,-0.04609785650452,0.022289005,-0.000667,0.00219232,-0.00066699999999,2.52443363117593,2.6022567192581,17.295307,6.513241
